url;image;inventoryNumber;description;date;dating;place;otherNames;material;technique;team;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=17&fraza=&idx=b0245a09;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_017.jpg";M?J-XVI 1517 / 00 / 017; por. Janusz Komorowski 1 p.u., skok przez bramk?, wa?ach Zbieg II; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=17&fraza=&idx=b0245a09;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_017.jpg";M?J-XVI 1517 / 00 / 017; por. Janusz Komorowski 1 p.u., skok przez bramk?, wa?ach Zbieg II; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=17&fraza=&idx=b0245a09;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_017.jpg";M?J-XVI 1517 / 00 / 017; por. Janusz Komorowski 1 p.u., skok przez bramk?, wa?ach Zbieg II; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=18&fraza=&idx=b07f2578;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_018.jpg";M?J-XVI 1517 / 00 / 018; por. Janusz Komorowski 1 p.u., skok przez brzozowy p?otek, wa?ach Zbieg II; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=19&fraza=&idx=07e3982a;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_019.jpg";M?J-XVI 1517 / 00 / 019; kpt. Winchester z USA, skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej, Winchestern;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=20&fraza=&idx=07b8e75b;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_020.jpg";M?J-XVI 1517 / 00 / 020; kpt. Winchester z USA, skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej, Winchestern;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=21&fraza=&idx=075566c8;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_021.jpg";M?J-XVI 1517 / 00 / 021; kpt. Winchester z USA, skok przez stacjonat?; wiosna 1933;1931-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej, Winchestern;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=22&fraza=&idx=070e19b9;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_022.jpg";M?J-XVI 1517 / 00 / 022; kpt. Winchester z USA, skok przez brzozowy p?otek; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej, Winchestern;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=23&fraza=&idx=696c1d6d;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_023.jpg";M?J-XVI 1517 / 00 / 023; kpt. Winchester z USA, skok przez bramk?; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej, Winchestern;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=24&fraza=&idx=6937621c;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_024.jpg";M?J-XVI 1517 / 00 / 024; 8 oficerów konno, wpi?te wst?gi honorowe, 2 konie w r?ku, 3 oficerów i 2 damy pieszo, by? mo?e III Wy?szy Kurs Instruktorów Jazdy Konnej [15.10.1932 - 12.08.1933]; w opisie rok 1933, a zimowa pogoda wskazuje na pocz?tek roku;1933-01-01 - 1933-03-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; inni uczestnicy Kursu, by? mo?e na zdj?ciu: por. Jan Mossakowski, por. Henryk G?secki, por. Jan Mickunas, inna pisownia: Winchestern;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=25&fraza=&idx=85c159ed;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_025.jpg";M?J-XVI 1517 / 00 / 025; 9 oficerów konno, 5 oficerów pieszo, by? mo?e III Wy?szy Kurs Instruktorów Jazdy Konnej [15.10.1932 - 12.08.1933]; w opisie rok 1933, a zimowa pogoda wskazuje na pocz?tek roku;1933-01-01 - 1933-03-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; inni uczestnicy Kursu, by? mo?e na zdj?ciu: por. Jan Mossakowski, por. Henryk G?secki, por. Jan Mickunas, por. K. Nieniewski, inna pisownia: Winchestern;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=25&fraza=&idx=85c159ed;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_025.jpg";M?J-XVI 1517 / 00 / 025; 9 oficerów konno, 5 oficerów pieszo, by? mo?e III Wy?szy Kurs Instruktorów Jazdy Konnej [15.10.1932 - 12.08.1933]; w opisie rok 1933, a zimowa pogoda wskazuje na pocz?tek roku;1933-01-01 - 1933-03-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; inni uczestnicy Kursu, by? mo?e na zdj?ciu: por. Jan Mossakowski, por. Henryk G?secki, por. Jan Mickunas, por. K. Nieniewski, inna pisownia: Winchestern;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=25&fraza=&idx=85c159ed;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_025.jpg";M?J-XVI 1517 / 00 / 025; 9 oficerów konno, 5 oficerów pieszo, by? mo?e III Wy?szy Kurs Instruktorów Jazdy Konnej [15.10.1932 - 12.08.1933]; w opisie rok 1933, a zimowa pogoda wskazuje na pocz?tek roku;1933-01-01 - 1933-03-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; inni uczestnicy Kursu, by? mo?e na zdj?ciu: por. Jan Mossakowski, por. Henryk G?secki, por. Jan Mickunas, por. K. Nieniewski, inna pisownia: Winchestern;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=26&fraza=&idx=859a269c;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_026.jpg";M?J-XVI 1517 / 00 / 026; 5 oficerów konno, wpi?te wst?gi honorowe ,4 oficerów i 2 damy pieszo, by? mo?e III Wy?szy Kurs Instruktorów Jazdy; w opisie rok 1933, a zimowa pogoda wskazuje na pocz?tek roku;1933-01-01 - 1933-03-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; inni uczestnicy Kursu, by? mo?e na zdj?ciu: por. Jan Mossakowski, por. Henryk G?secki, por. Jan Mickunas, por. Kazimierz Nieniewski, por. Janusz Komorowski, inna pisownia: Winchestern;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=27&fraza=&idx=8577a70f;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_027.jpg";M?J-XVI 1517 / 00 / 027; 4 oficerów konno; wiosna 1933, obecno?? kpt. Winchestera sugeruje okres trwania III Wy?szego Kursu Instruktorów Jazdy Konnej;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; inna pisownia: Winchestern;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=28&fraza=&idx=852cd87e;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_028.jpg";M?J-XVI 1517 / 00 / 028; por. Jan Mickunas 4 D.A.K., skok przez okser; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=29&fraza=&idx=32b0652c;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_029.jpg";M?J-XVI 1517 / 00 / 029; por. Jan Mickunas 4 D.A.K., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=30&fraza=&idx=32eb1a5d;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_030.jpg";M?J-XVI 1517 / 00 / 030; por. Henryk G?secki 13 D.A.K., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=31&fraza=&idx=32069bce;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_031.jpg";M?J-XVI 1517 / 00 / 031; por. Henryk G?secki 13 D.A.K., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=32&fraza=&idx=325de4bf;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_032.jpg";M?J-XVI 1517 / 00 / 032; por. Henryk G?secki 13 D.A.K., skok przez okser; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=33&fraza=&idx=5c3fe06b;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_033.jpg";M?J-XVI 1517 / 00 / 033; por. Jan Mossakowski 1 p.s.k., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=33&fraza=&idx=5c3fe06b;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_033.jpg";M?J-XVI 1517 / 00 / 033; por. Jan Mossakowski 1 p.s.k., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=33&fraza=&idx=5c3fe06b;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_033.jpg";M?J-XVI 1517 / 00 / 033; por. Jan Mossakowski 1 p.s.k., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=34&fraza=&idx=5c649f1a;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_034.jpg";M?J-XVI 1517 / 00 / 034; rtm. Edmund Nieszkowski 16 p.u., skok przez okser; wiosna lub jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; II Kurs Instruktorów Jazdy Konnej, I Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=35&fraza=&idx=d5c17776;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_035.jpg";M?J-XVI 1517 / 00 / 035; por. Antoni Skiba 11 p.u., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; X Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=36&fraza=&idx=d59a0807;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_036.jpg";M?J-XVI 1517 / 00 / 036; por. Bronis?aw Kor?on 3 p.s.k., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; X Kurs Instruktorów Jazdy Konnej, IV Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=37&fraza=&idx=d5778994;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_037.jpg";M?J-XVI 1517 / 00 / 037; por. Bronis?aw Kor?on 3 p.s.k., skok przez bramk?; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; X Kurs Instruktorów Jazdy Konnej, IV Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=38&fraza=&idx=d52cf6e5;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_038.jpg";M?J-XVI 1517 / 00 / 038; por. Wac?aw Jankowski 26 p.u., skok przez okser; wiosna lub jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii];papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=39&fraza=&idx=62b04bb7;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_039.jpg";M?J-XVI 1517 / 00 / 039; por. Wac?aw Jankowski 26 p.u., skok przez okser; wiosna lub jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii];papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=40&fraza=&idx=62eb34c6;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_040.jpg";M?J-XVI 1517 / 00 / 040; por. Zygmunt Konopka 23 p.u., skok przez bramk?; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; X Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=41&fraza=&idx=6206b555;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_041.jpg";M?J-XVI 1517 / 00 / 041; por. Romuald Trajchel 3. p.szw., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; X Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=41&fraza=&idx=6206b555;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_041.jpg";M?J-XVI 1517 / 00 / 041; por. Romuald Trajchel 3. p.szw., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; X Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=41&fraza=&idx=6206b555;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_041.jpg";M?J-XVI 1517 / 00 / 041; por. Romuald Trajchel 3. p.szw., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; X Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=42&fraza=&idx=625dca24;"http://www.bibliotekadzisiaj.pl/mlij/foto/1517_00_042.jpg";M?J-XVI 1517 / 00 / 042; por. Romuald Trajchel 3 p.szw., skok przez double-barre; wiosna 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; X Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
